file,time_s,frame_valid,diff_changed_pct,outside_area_px,entrance_dark_pct,outside_detected,in_shelter
G0010009.JPG,5,1,21.00,24543,26.99,1,0

G0010010.JPG,10,0,41.39,-1,-1,-1,0

G0010011.JPG,15,0,28.17,-1,-1,-1,0

G0010012.JPG,20,1,17.89,32478,41.04,1,0

G0010013.JPG,25,0,28.41,-1,-1,-1,0

G0010014.JPG,30,1,4.75,42430,37.88,1,0

G0010015.JPG,35,1,6.03,47464,39.38,1,0

G0010016.JPG,40,1,5.44,43278,40.71,1,0

G0010017.JPG,45,1,8.76,26397,24.81,1,0

G0010018.JPG,50,1,17.06,43731,58.84,1,0

G0010019.JPG,55,1,24.29,50530,13.39,1,0

G0010020.JPG,60,1,3.84,41580,35.60,1,0

G0010021.JPG,65,1,3.78,41279,36.36,1,0

G0010022.JPG,70,1,3.53,38897,33.97,1,0

G0010023.JPG,75,1,7.54,37078,34.75,1,0

G0010024.JPG,80,1,11.08,40795,36.01,1,0

G0010025.JPG,85,1,9.05,39705,36.17,1,0

G0010026.JPG,90,1,3.47,42608,35.12,1,0

G0010027.JPG,95,1,3.56,41369,34.99,1,0

G0010028.JPG,100,1,3.59,41787,34.62,1,0

G0010029.JPG,105,1,3.40,36662,35.04,1,0

G0010030.JPG,110,1,7.48,30388,21.16,1,0

G0010031.JPG,115,1,2.89,35821,34.86,1,0

G0010032.JPG,120,1,3.37,39828,34.65,1,0

G0010033.JPG,125,1,3.78,43023,34.13,1,0

G0010034.JPG,130,1,3.64,39529,33.64,1,0

G0010035.JPG,135,1,3.25,40290,34.68,1,0

G0010036.JPG,140,1,3.76,39673,34.36,1,0

G0010037.JPG,145,1,4.59,41443,35.04,1,0

G0010038.JPG,150,1,4.15,39194,34.53,1,0

G0010039.JPG,155,1,4.06,42046,33.43,1,0

G0010040.JPG,160,1,4.12,39496,33.01,1,0

G0010041.JPG,165,1,5.13,41187,31.07,1,0

G0010042.JPG,170,1,4.49,41861,31.71,1,0

G0010043.JPG,175,1,4.03,42209,35.60,1,0

G0010044.JPG,180,1,4.24,41827,34.42,1,0

G0010045.JPG,185,1,4.39,40346,35.54,1,0

G0010047.JPG,190,1,4.63,41626,32.15,1,0

G0010048.JPG,195,1,5.17,41236,32.33,1,0

G0010049.JPG,200,1,3.43,36590,35.98,1,0

G0010050.JPG,205,1,3.43,40215,34.47,1,0

G0010051.JPG,210,1,3.69,39578,35.24,1,0

G0010052.JPG,215,1,3.65,39653,34.84,1,0

G0010053.JPG,220,1,3.85,41724,35.82,1,0

G0010054.JPG,225,1,3.63,41671,36.62,1,0

G0010055.JPG,230,1,4.77,39343,33.44,1,0

G0010056.JPG,235,1,4.98,39484,35.59,1,0

G0010057.JPG,240,1,4.77,39338,33.50,1,0

G0010058.JPG,245,1,3.78,43291,35.68,1,0

G0010059.JPG,250,1,3.99,40760,33.28,1,0

G0010060.JPG,255,1,4.03,40740,35.82,1,0

G0010061.JPG,260,1,3.23,39761,32.25,1,0

G0010062.JPG,265,1,10.33,37568,34.67,1,0

G0010063.JPG,270,1,15.74,37807,35.96,1,0

G0010064.JPG,275,1,14.85,35912,36.09,1,0

G0010065.JPG,280,1,11.03,35876,35.77,1,0

G0010066.JPG,285,1,23.73,50112,34.36,1,0

G0010067.JPG,290,1,18.15,34154,43.13,1,0

G0010068.JPG,295,1,9.98,34892,34.63,1,0

G0010069.JPG,300,1,24.35,43298,24.20,1,0

G0010070.JPG,305,1,3.64,38712,33.30,1,0

G0010071.JPG,310,1,3.23,39018,31.46,1,0

G0010072.JPG,315,1,16.66,33549,47.85,1,0

G0010073.JPG,320,1,11.02,38800,34.45,1,0

G0010074.JPG,325,1,2.86,36390,35.23,1,0

G0010075.JPG,330,1,8.92,30531,7.86,1,0

G0010076.JPG,335,1,17.52,55073,45.00,1,0

G0010077.JPG,340,1,4.03,40456,32.00,1,0

G0010078.JPG,345,1,9.66,43226,15.51,1,0

G0010079.JPG,350,1,3.27,38995,33.12,1,0

G0010080.JPG,355,1,4.75,40255,32.97,1,0

G0010081.JPG,360,1,4.19,42934,34.93,1,0

G0010082.JPG,365,1,4.53,42665,31.08,1,0

G0010083.JPG,370,1,4.39,40766,33.54,1,0

G0010084.JPG,375,1,5.22,38811,31.93,1,0

G0010085.JPG,380,1,4.63,42762,31.98,1,0

G0010086.JPG,385,1,4.70,40189,31.73,1,0

G0010087.JPG,390,1,3.58,40800,32.14,1,0

G0010088.JPG,395,1,13.18,40339,30.56,1,0

G0010089.JPG,400,1,7.16,38478,27.64,1,0

G0010090.JPG,405,1,3.49,37375,26.59,1,0

G0010091.JPG,410,1,11.27,37003,28.54,1,0

G0010092.JPG,415,1,13.07,38860,31.78,1,0

G0010093.JPG,420,1,3.86,41075,39.02,1,0

G0010094.JPG,425,1,10.63,38846,30.75,1,0

G0010095.JPG,430,1,3.84,40254,27.83,1,0

G0010096.JPG,435,1,17.24,39083,29.08,1,0

G0010097.JPG,440,1,16.61,34353,27.96,1,0

G0010098.JPG,445,1,8.25,40941,28.82,1,0

G0010099.JPG,450,1,12.39,38874,28.79,1,0

G0010100.JPG,455,1,3.96,37045,33.30,1,0

G0010101.JPG,460,1,3.75,37107,33.08,1,0

G0010102.JPG,465,1,17.79,57225,31.88,1,0

G0010103.JPG,470,1,3.71,37828,34.26,1,0

G0010104.JPG,475,1,4.77,42440,35.71,1,0

G0010105.JPG,480,1,5.43,43001,34.26,1,0

G0010106.JPG,485,1,5.16,41670,34.16,1,0

G0010107.JPG,490,1,5.03,41626,35.57,1,0

G0010108.JPG,495,1,5.12,41773,33.62,1,0

G0010109.JPG,500,1,5.04,40454,35.34,1,0

G0010110.JPG,505,1,5.27,42123,33.72,1,0

G0010111.JPG,510,1,5.46,40109,35.71,1,0

G0010112.JPG,515,1,5.20,41756,30.19,1,0

G0010113.JPG,520,1,4.01,42699,30.36,1,0

G0010114.JPG,525,1,4.85,41975,29.64,1,0

G0010115.JPG,530,1,10.24,30525,30.08,1,0

G0010116.JPG,535,1,24.16,26399,31.65,1,0

G0010117.JPG,540,1,16.37,38731,29.69,1,0

G0010118.JPG,545,1,16.06,39714,30.47,1,0

G0010119.JPG,550,1,13.36,39059,30.09,1,0

G0010120.JPG,555,1,11.83,38258,27.16,1,0

G0010121.JPG,560,1,5.83,39308,28.25,1,0

G0010122.JPG,565,1,4.43,40434,27.80,1,0

G0010123.JPG,570,1,17.05,39091,30.96,1,0

G0010124.JPG,575,1,18.28,31471,30.98,1,0

G0010125.JPG,580,1,13.06,38184,32.46,1,0

G0010126.JPG,585,1,23.04,19551,38.94,1,0

G0010127.JPG,590,1,5.15,40391,28.73,1,0

G0010128.JPG,595,1,6.34,40441,32.83,1,0

G0010129.JPG,600,1,15.39,39223,40.05,1,0

G0010130.JPG,605,1,23.65,24739,3.16,1,0

G0010131.JPG,610,1,3.81,38326,31.55,1,0

G0010132.JPG,615,1,21.13,26773,34.39,1,0

G0010133.JPG,620,1,3.96,39166,32.98,1,0

G0010134.JPG,625,1,3.93,35104,33.77,1,0

G0010135.JPG,630,1,4.97,41387,35.84,1,0

G0010136.JPG,635,1,5.09,42652,32.69,1,0

G0010137.JPG,640,1,5.30,41950,33.84,1,0

G0010138.JPG,645,1,5.79,40866,32.83,1,0

G0010139.JPG,650,1,5.54,42165,32.12,1,0

G0010140.JPG,655,1,5.37,42239,32.08,1,0

G0010141.JPG,660,1,21.92,56654,32.12,1,0

G0010142.JPG,665,1,4.19,42355,29.68,1,0

G0010143.JPG,670,1,4.02,41446,30.73,1,0

G0010144.JPG,675,1,4.81,41501,27.77,1,0

G0010145.JPG,680,1,4.01,39282,31.05,1,0

G0010146.JPG,685,1,4.39,39422,29.62,1,0

G0010147.JPG,690,1,4.90,43349,31.40,1,0

G0010148.JPG,695,1,8.91,39927,32.10,1,0

G0010149.JPG,700,1,4.25,41485,32.75,1,0

G0010150.JPG,705,1,5.30,38332,31.99,1,0

G0010151.JPG,710,1,6.30,38463,28.46,1,0

G0010152.JPG,715,1,6.12,38737,29.56,1,0

G0010153.JPG,720,1,6.01,39180,33.01,1,0

G0010154.JPG,725,1,4.88,41063,28.75,1,0

G0010155.JPG,730,1,4.52,40226,32.39,1,0

G0010156.JPG,735,1,4.48,39571,27.22,1,0

G0010157.JPG,740,1,4.88,38760,33.47,1,0

G0010158.JPG,745,1,5.61,39297,26.05,1,0

G0010159.JPG,750,1,4.41,39923,28.97,1,0

G0010160.JPG,755,1,5.64,39929,26.81,1,0

G0010161.JPG,760,1,5.66,41283,29.52,1,0

G0010162.JPG,765,1,7.35,42264,28.48,1,0

G0010163.JPG,770,1,8.37,38286,31.73,1,0

G0010164.JPG,775,1,7.46,39428,30.97,1,0

G0010165.JPG,780,1,11.85,40072,30.30,1,0

G0010166.JPG,785,1,4.73,42136,28.96,1,0

G0010167.JPG,790,1,4.58,42025,29.05,1,0

G0010168.JPG,795,1,4.46,40894,32.75,1,0

G0010169.JPG,800,1,4.73,44244,28.54,1,0

G0010170.JPG,805,1,4.06,38663,31.80,1,0

G0010171.JPG,810,1,5.01,41253,29.62,1,0

G0010172.JPG,815,1,14.56,35008,29.87,1,0

G0010173.JPG,820,1,14.07,40866,33.22,1,0

G0010174.JPG,825,1,10.28,37078,31.16,1,0

G0010175.JPG,830,1,5.61,41062,30.01,1,0

G0010176.JPG,835,1,6.09,42522,29.16,1,0

G0010177.JPG,840,1,11.51,40938,24.60,1,0

G0010178.JPG,845,1,11.74,41665,27.74,1,0

G0010179.JPG,850,1,10.77,39581,30.19,1,0

G0010180.JPG,855,1,14.71,39248,27.47,1,0

G0010181.JPG,860,1,10.42,41438,29.33,1,0

G0010182.JPG,865,1,11.76,39181,25.73,1,0

G0010183.JPG,870,1,12.43,40545,25.68,1,0

G0010184.JPG,875,1,13.25,40083,33.21,1,0

G0010185.JPG,880,1,11.91,39377,28.06,1,0

G0010186.JPG,885,1,8.37,39609,30.25,1,0

G0010187.JPG,890,1,9.22,40367,28.73,1,0

G0010188.JPG,895,1,5.31,39509,28.53,1,0

G0010189.JPG,900,1,8.65,40253,29.22,1,0

G0010190.JPG,905,1,6.66,38798,23.70,1,0

G0010191.JPG,910,1,8.12,38268,26.43,1,0

G0010192.JPG,915,1,6.89,41128,22.48,1,0

G0010193.JPG,920,1,9.04,38082,22.86,1,0

G0010194.JPG,925,1,5.54,40616,24.15,1,0

G0010195.JPG,930,1,5.26,40777,23.01,1,0

G0010196.JPG,935,1,5.91,43521,24.45,1,0

G0010197.JPG,940,1,6.81,42834,22.42,1,0

G0010198.JPG,945,1,7.23,44093,23.21,1,0

G0010199.JPG,950,1,6.19,40321,22.69,1,0

G0010200.JPG,955,1,6.29,44707,33.46,1,0

G0010201.JPG,960,1,6.61,41154,29.23,1,0

G0010202.JPG,965,1,6.66,42663,31.55,1,0

G0010203.JPG,970,1,6.91,43798,31.28,1,0

G0010204.JPG,975,1,6.85,43233,30.85,1,0

G0010205.JPG,980,1,6.78,43079,31.53,1,0

G0010206.JPG,985,1,6.49,42002,31.23,1,0

G0010207.JPG,990,1,6.45,42402,31.02,1,0

G0010208.JPG,995,1,6.93,43488,31.46,1,0

G0010209.JPG,1000,1,7.12,42827,28.96,1,0

G0010210.JPG,1005,1,6.99,43498,33.11,1,0

G0010211.JPG,1010,1,6.74,42051,31.43,1,0

G0010212.JPG,1015,1,6.68,42463,31.74,1,0

G0010213.JPG,1020,1,6.26,44371,31.18,1,0

G0010214.JPG,1025,1,6.03,40668,29.83,1,0

G0010215.JPG,1030,1,6.24,43696,30.68,1,0

G0010216.JPG,1035,1,6.48,41312,28.16,1,0

G0010217.JPG,1040,1,6.48,42276,30.41,1,0

G0010218.JPG,1045,1,6.56,44858,32.09,1,0

G0010219.JPG,1050,1,6.46,42522,29.85,1,0

G0010220.JPG,1055,1,6.83,42263,30.19,1,0

G0010221.JPG,1060,1,6.11,43290,28.21,1,0

G0010222.JPG,1065,1,6.53,43734,31.67,1,0

G0010223.JPG,1070,1,6.65,44660,33.37,1,0

G0010224.JPG,1075,1,6.13,41313,30.60,1,0

G0010225.JPG,1080,1,6.81,43099,29.19,1,0

G0010226.JPG,1085,1,6.53,41354,30.10,1,0

G0010227.JPG,1090,1,6.31,40342,30.83,1,0

G0010228.JPG,1095,1,6.36,45040,28.40,1,0

G0010229.JPG,1100,1,11.25,40217,31.21,1,0

G0010230.JPG,1105,1,11.96,39781,29.23,1,0

G0010231.JPG,1110,1,8.58,44012,25.88,1,0

G0010232.JPG,1115,1,6.60,41991,32.31,1,0

G0010233.JPG,1120,1,7.04,42554,32.59,1,0

G0010234.JPG,1125,1,6.65,44206,31.27,1,0

G0010235.JPG,1130,1,6.60,42276,31.53,1,0

G0010236.JPG,1135,1,9.06,41700,31.84,1,0

G0010237.JPG,1140,1,14.28,42740,30.41,1,0

G0010238.JPG,1145,1,22.81,42942,33.57,1,0

G0010239.JPG,1150,1,18.97,34384,35.09,1,0

G0010240.JPG,1155,1,17.10,41888,32.87,1,0

G0010241.JPG,1160,1,21.81,33209,35.14,1,0

G0010242.JPG,1165,1,21.11,41145,36.92,1,0

G0010243.JPG,1170,1,18.17,26381,34.49,1,0

G0010244.JPG,1175,1,24.10,28023,37.30,1,0

G0010245.JPG,1180,1,19.28,38810,30.68,1,0

G0010246.JPG,1185,1,16.93,40498,31.69,1,0

G0010247.JPG,1190,1,19.79,40134,32.30,1,0

G0010248.JPG,1195,1,16.25,68021,34.15,1,0

G0010249.JPG,1200,1,21.85,50214,40.08,1,0

G0010250.JPG,1205,1,18.79,53566,25.34,1,0

G0010251.JPG,1210,1,5.92,41470,30.38,1,0

G0010252.JPG,1215,1,5.63,39706,31.93,1,0

G0010253.JPG,1220,1,6.10,42180,32.73,1,0

G0010254.JPG,1225,1,5.48,39112,28.34,1,0

G0010255.JPG,1230,1,5.81,40373,31.61,1,0

G0010256.JPG,1235,1,7.27,40982,31.42,1,0

G0010257.JPG,1240,1,7.07,42028,34.57,1,0

G0010258.JPG,1245,1,7.58,42996,30.68,1,0

G0010259.JPG,1250,1,7.85,46519,30.86,1,0

G0010260.JPG,1255,1,6.28,43722,31.33,1,0

G0010261.JPG,1260,1,6.99,41754,29.76,1,0

G0010262.JPG,1265,1,7.77,44615,29.87,1,0

G0010263.JPG,1270,1,12.41,42020,29.83,1,0

G0010264.JPG,1275,1,7.42,42683,27.87,1,0

G0010265.JPG,1280,1,8.67,42253,28.93,1,0

G0010266.JPG,1285,1,12.73,38793,31.47,1,0

G0010267.JPG,1290,1,11.13,44225,29.32,1,0

G0010268.JPG,1295,1,15.93,40349,32.41,1,0

G0010269.JPG,1300,1,6.72,43653,30.88,1,0

G0010270.JPG,1305,1,6.24,43299,31.72,1,0

G0010271.JPG,1310,1,14.94,64840,15.52,1,0

G0010272.JPG,1315,1,7.40,46596,30.89,1,0

G0010273.JPG,1320,1,5.57,38862,30.34,1,0

G0010274.JPG,1325,1,7.05,44897,31.77,1,0

G0010275.JPG,1330,1,7.15,44353,31.47,1,0

G0010276.JPG,1335,1,6.69,43487,31.19,1,0

G0010277.JPG,1340,1,7.24,43116,31.56,1,0

G0010278.JPG,1345,1,7.25,44318,32.74,1,0

G0010279.JPG,1350,1,6.94,43474,32.81,1,0

G0010280.JPG,1355,1,6.77,44140,32.88,1,0

G0010281.JPG,1360,1,6.98,44333,32.49,1,0

G0010282.JPG,1365,1,7.02,43249,33.08,1,0

G0010283.JPG,1370,1,6.97,42667,31.83,1,0

G0010284.JPG,1375,1,7.52,43876,33.35,1,0

G0010285.JPG,1380,1,7.02,43831,34.12,1,0

G0010286.JPG,1385,1,6.89,43293,30.80,1,0

G0010287.JPG,1390,1,6.99,42975,31.26,1,0

G0010288.JPG,1395,1,7.04,43105,31.62,1,0

G0010289.JPG,1400,1,7.54,43168,32.51,1,0

G0010290.JPG,1405,1,7.01,43709,31.68,1,0

G0010291.JPG,1410,1,7.45,43322,33.73,1,0

G0010292.JPG,1415,1,7.47,43418,31.53,1,0

G0010293.JPG,1420,1,7.56,42546,31.85,1,0

G0010294.JPG,1425,1,7.33,43577,32.67,1,0

G0010295.JPG,1430,1,7.06,42741,32.57,1,0

G0010296.JPG,1435,1,8.69,43024,30.26,1,0

G0010297.JPG,1440,1,7.26,45804,31.04,1,0

G0010298.JPG,1445,1,7.30,44301,31.27,1,0

G0010299.JPG,1450,1,7.57,43217,32.69,1,0

G0010300.JPG,1455,1,6.30,45066,34.06,1,0

G0010301.JPG,1460,1,6.70,45554,33.47,1,0

G0010302.JPG,1465,1,6.90,44106,31.00,1,0

G0010303.JPG,1470,1,7.12,45614,31.82,1,0

G0010304.JPG,1475,1,7.17,43719,30.62,1,0

G0010305.JPG,1480,1,7.02,45704,31.82,1,0

G0010306.JPG,1485,1,7.46,44898,32.28,1,0

G0010307.JPG,1490,1,7.17,43967,33.29,1,0

G0010308.JPG,1495,1,7.30,43709,33.20,1,0

G0010309.JPG,1500,1,6.88,42433,31.77,1,0

G0010310.JPG,1505,1,7.17,43258,31.58,1,0

G0010311.JPG,1510,1,7.34,46035,31.25,1,0

G0010312.JPG,1515,1,7.30,42618,31.28,1,0

G0010313.JPG,1520,1,6.35,42269,31.18,1,0

G0010314.JPG,1525,1,6.62,44717,33.27,1,0

G0010315.JPG,1530,1,6.28,42622,30.67,1,0

G0010316.JPG,1535,1,6.75,41577,31.05,1,0

G0010317.JPG,1540,1,6.74,41512,30.89,1,0

G0010318.JPG,1545,1,6.94,41639,30.67,1,0

G0010319.JPG,1550,1,7.03,42187,30.51,1,0

G0010320.JPG,1555,1,7.02,46055,34.60,1,0

G0010321.JPG,1560,1,6.83,41587,30.91,1,0

G0010322.JPG,1565,1,7.26,41966,32.62,1,0

G0010323.JPG,1570,1,6.85,44276,32.90,1,0

G0010324.JPG,1575,1,6.92,43972,30.33,1,0

G0010325.JPG,1580,1,6.92,43752,32.99,1,0

G0010326.JPG,1585,1,7.19,45817,33.07,1,0

G0010327.JPG,1590,1,7.46,44906,32.11,1,0

G0010328.JPG,1595,1,7.19,46893,31.88,1,0

G0010329.JPG,1600,1,7.14,44759,32.63,1,0

G0010330.JPG,1605,1,7.33,43958,28.96,1,0

G0010331.JPG,1610,1,7.84,41626,28.77,1,0

G0010332.JPG,1615,1,7.34,44528,23.66,1,0

G0010333.JPG,1620,1,7.33,44885,26.42,1,0

G0010334.JPG,1625,1,8.06,44125,27.86,1,0

G0010335.JPG,1630,1,6.73,44311,29.97,1,0

G0010336.JPG,1635,1,7.35,44103,33.11,1,0

G0010337.JPG,1640,1,6.50,45044,30.82,1,0

G0010338.JPG,1645,1,7.37,43639,33.47,1,0

G0010339.JPG,1650,1,7.33,46080,31.62,1,0

G0010340.JPG,1655,1,7.30,42768,29.95,1,0

G0010341.JPG,1660,1,6.99,44056,31.71,1,0

G0010342.JPG,1665,1,6.90,42081,27.74,1,0

G0010343.JPG,1670,1,7.00,41993,27.48,1,0

G0010344.JPG,1675,1,6.60,42969,31.27,1,0

G0010345.JPG,1680,1,6.82,41203,27.13,1,0

G0010346.JPG,1685,1,6.99,43809,30.62,1,0

G0010347.JPG,1690,1,7.70,44931,31.08,1,0

G0010348.JPG,1695,1,16.00,52144,35.89,1,0

G0010349.JPG,1700,1,7.17,41679,31.85,1,0

G0010350.JPG,1705,1,11.22,42331,28.61,1,0

G0010351.JPG,1710,1,7.40,44172,31.07,1,0

G0010352.JPG,1715,1,9.43,42770,29.42,1,0

G0010353.JPG,1720,1,9.49,42256,31.40,1,0

G0010354.JPG,1725,1,7.44,45115,30.47,1,0

G0010355.JPG,1730,1,7.16,43630,29.81,1,0

G0010356.JPG,1735,1,6.54,41776,29.61,1,0

G0010357.JPG,1740,1,7.13,44374,30.46,1,0

G0010358.JPG,1745,1,7.39,44077,30.40,1,0

G0010359.JPG,1750,1,7.33,45325,27.98,1,0

G0010360.JPG,1755,1,8.36,45341,30.19,1,0

G0010361.JPG,1760,1,13.22,43148,29.86,1,0

G0010362.JPG,1765,0,25.07,-1,-1,-1,0

G0010363.JPG,1770,1,9.26,42029,31.10,1,0

G0010364.JPG,1775,1,21.35,41509,32.42,1,0

G0010365.JPG,1780,1,17.08,36289,34.03,1,0

G0010366.JPG,1785,1,10.62,42898,31.92,1,0

G0010367.JPG,1790,1,11.29,42182,28.27,1,0

G0010368.JPG,1795,1,23.39,39613,34.65,1,0

G0010369.JPG,1800,0,27.02,-1,-1,-1,0

G0010370.JPG,1805,1,21.87,59359,29.86,1,0

G0010371.JPG,1810,1,21.68,47254,12.31,1,0

G0010372.JPG,1815,0,26.23,-1,-1,-1,0

G0010373.JPG,1820,1,6.88,42006,30.91,1,0

G0010374.JPG,1825,1,6.36,40410,31.36,1,0

G0010375.JPG,1830,1,6.56,40610,29.03,1,0

G0010376.JPG,1835,1,8.57,43763,30.31,1,0

G0010377.JPG,1840,1,8.28,46175,31.97,1,0

G0010378.JPG,1845,1,9.41,44070,31.07,1,0

G0010379.JPG,1850,1,8.67,45992,30.24,1,0

G0010380.JPG,1855,1,7.98,42453,30.05,1,0

G0010381.JPG,1860,1,7.06,44257,29.64,1,0

G0010382.JPG,1865,1,7.50,45593,28.50,1,0

G0010383.JPG,1870,1,7.04,44830,31.76,1,0

G0010384.JPG,1875,1,7.08,42963,29.51,1,0

G0010385.JPG,1880,1,6.43,45453,31.95,1,0

G0010386.JPG,1885,1,7.50,42708,31.33,1,0

G0010387.JPG,1890,1,7.70,45626,30.69,1,0

G0010388.JPG,1895,1,9.09,43871,31.07,1,0

G0010389.JPG,1900,1,8.88,44920,31.29,1,0

G0010390.JPG,1905,1,7.59,46230,32.29,1,0

G0010391.JPG,1910,1,7.23,44249,28.84,1,0

G0010392.JPG,1915,1,7.42,44666,30.42,1,0

G0010393.JPG,1920,1,7.33,45435,28.58,1,0

G0010394.JPG,1925,1,6.87,41662,32.62,1,0

G0010395.JPG,1930,1,6.97,43586,28.42,1,0

G0010396.JPG,1935,1,6.63,43537,27.78,1,0

G0010397.JPG,1940,1,7.39,42523,28.57,1,0

G0010398.JPG,1945,1,8.29,45957,29.34,1,0

G0010399.JPG,1950,1,7.00,41160,30.54,1,0

G0010400.JPG,1955,1,7.42,45704,31.42,1,0

G0010401.JPG,1960,1,8.57,43679,31.82,1,0

G0010402.JPG,1965,1,8.15,43567,28.32,1,0

G0010403.JPG,1970,1,7.35,44250,29.84,1,0

G0010404.JPG,1975,1,8.04,45777,30.52,1,0

G0010405.JPG,1980,1,8.11,44932,31.64,1,0

G0010406.JPG,1985,1,8.09,46097,33.25,1,0

G0010407.JPG,1990,1,13.27,42853,32.57,1,0

G0010408.JPG,1995,1,12.39,48790,53.08,1,0

G0010409.JPG,2000,1,12.33,43378,36.24,1,0

G0010410.JPG,2005,1,24.76,27930,25.55,1,0

G0010411.JPG,2010,1,14.16,41524,33.38,1,0

G0010412.JPG,2015,1,8.66,45048,29.99,1,0

G0010413.JPG,2020,1,8.33,44313,31.49,1,0

G0010414.JPG,2025,1,7.28,42402,30.63,1,0

G0010415.JPG,2030,1,7.85,46705,30.68,1,0

G0010416.JPG,2035,1,9.02,45620,32.42,1,0

G0010417.JPG,2040,1,9.08,45494,31.82,1,0

